"NOM";"CP";"LATTI";"LONGI";"Site";"SOUS_TYPE";"COMMUNE"
"L aparté";"13120";43.45260632;5.4796386;"non renseigne";"Spectacle vivant";"GARDANNE"
"Art contemporain en milieu rural";"54330";48.50517453;6.01397377;"https://www.galerie-tem.fr/";"Arts visuels";"GOVILLER"
"Les Musicales du Noirmoutier";"85330";47.00866551;-2.2624362;"http://www.ville-noirmoutier.fr/actualites/les-musicales-de-noirmoutier-1";"Musique";"NOIRMOUTIER-EN-L_ILE"
"15 cents coups";"75015";48.84015542;2.29355937;"non renseigne";"Pluridisciplinaire";"PARIS"
"Ai que Bom";"75020";48.86318678;2.40081983;"www.aiquebom.com";"Musique";"PARIS"
"Rhinoférock festival";"84210";43.99605505;5.039591;"rhinoferock-festival.com";"Musique";"PERNES-LES-FONTAINES"
"Festival Cirq ô champs";"71260";49.92832867;2.93001266;"https://www.facebook.com/events/229883351177931/229883374511262/";"Spectacle vivant";"PERONNE"
"Métis Plaine Commune";"11310";48.92956505;2.359243;"non renseigne";"Musique";"SAINT-DENIS"
"Au Foin De La Rue";"53500";48.34694573;-0.87082653;"www.aufoindelarue.com";"Musique";"SAINT-DENIS-DE-GASTINES"
"La Dive Musique";"37500";47.12683802;0.16071162;"https://www.ladivemusique.fr/";"Musique";"SEUILLY"
"Nuits musicales d Uzès";"30700";44.01365904;4.41600032;"www.nuitsmusicalesuzes.com";"Musique";"UZES"
"Festival international de guitare de carry-le-rouet";"13620";43.3427663;5.15373766;"http://www.arpoador-guitare.fr/";"Musique";"CARRY-LE-ROUET"
"Théâtre de verdure";"05200";44.58042949;6.47559299;"www.ville-embrun.fr";"Spectacle vivant";"EMBRUN"
"Midi festival";"83400";43.10187135;6.18898508;"www.midi-festival.com";"Musique";"HYERES"
"Blues & polar";"04100";43.83540408;5.79106654;"blues-et-polar.com";"Livre";"MANOSQUE"
"Mennecy Metal Fest";"91540";48.55862422;2.43753236;"www.mennecy.fr/Mennecy-Metal-Fest-930#.W2RizdUzYdU";"Musique";"MENNECY"
"Festival Le Vent sur l Arbre";"58170";46.8347484;3.99024146;"non renseigne";"Spectacle vivant";"MILLAY"
"Pitchfork Avant-Garde";"75019";48.88686862;2.38469433;"https://pitchforkmusicfestival.fr/pitchfork-avant-garde/";"Musique";"PARIS"
"Tréteaux nomades";"75018";48.89273507;2.34871193;"http://www.treteauxnomades.com/";"Spectacle vivant";"PARIS"
"Les antiques de glanum";"13210";43.7834249;4.85366665;"www.festivaldeglanum.com";"Musique";"SAINT-REMY-DE-PROVENCE"
"Festival des enfants du jazz";"04400";44.37856142;6.6521509;"www.barcelonnette.com";"Musique";"BARCELONNETTE"
"La 7ème Vague";"85470";46.63748267;-1.863242;"www.7vague.com";"Musique";"BRETIGNOLLES-SUR-MER"
"Parfum de jazz";"26170";44.27608492;5.27102721;"www.parfumdejazz.com";"Musique";"BUIS-LES-BARONNIES"
"Autan de Blues";"81100";43.61565112;2.23787232;"http://www.bolegason.org/";"Musique";"CASTRES"
"Les arts s en mêlent à Cleppe";"42110";45.76040573;4.17661128;"https://fr-fr.facebook.com/Comit%C3%A9-des-F%C3%AAtes-de-Clepp%C3%A9-272179079625715/";"Musique";"CLEPPE"
"Festival Latitude(s)";"14123";49.14057791;-0.34269406;"www.ville-ifs.fr";"Musique";"IFS"
"Les carnets";"13640";43.71764095;5.30157634;"http://festivalcarnets.com/";"Livre";"LA_ROQUE-D_ANTHERON"
"Transhumances Musicales";"45300";43.38637807;-0.85402801;"http://transhumances-musicales.com/";"Musique";"LAAS"
"Les étés de Marnans";"38980";45.289232;5.24958974;"https://www.isere-tourisme.com/fetes-et-manifestations/festival-les-etes-de-marnans";"Musique";"MARNANS"
"Cola production";"13980";43.296346;5.369889;"www.africafete.com";"Musique";"MARSEILLE"
"Bobines Rebelles";"02000";49.51371722;3.49932983;"https://bobinesrebelles05.jimdofree.com/";"Cinéma";"MERLIEUX-ET-FOUQUEROLLES"
"Imago";"75014";48.82899321;2.32710088;"www.festivalimago.com";"Spectacle vivant";"PARIS"
"Les Amateurs virtuoses";"75001";48.86263049;2.33629345;"www.lesamateursvirtuoses.com";"Musique";"PARIS"
"PAD Paris";"75008";48.87252727;2.31258256;"https://www.padesignart.com/paris/fr/";"Arts visuels";"PARIS"
"Eclectik Rock";"52100";48.62801007;4.94923524;"www.les3scenes.saint-dizier.fr/festivals/festival-eclectik-rock.html";"Musique";"SAINT-DIZIER"
"MAAD93";"93400";48.90980658;2.33257042;"http://maad93.com";"Musique";"SAINT-OUEN-SUR-SEINE"
"OPUS POCUS";"19150";-21.04453175;55.32233343;"www.opuspocus.re";"Musique";"SAINT-PAUL"
"Thoiry 100 Histoires";"78770";46.24354759;5.96506298;"https://www.facebook.com/mairiedethoiry/posts/785415065497553/";"Spectacle vivant";"THOIRY"
"Des cirques indisciplinés";"13200";43.54686924;4.66215643;"www.theatre-arles.com";"Spectacle vivant";"ARLES"
"Résonance";"84000";43.93524483;4.84071573;"www.festival-resonance.fr";"Musique";"AVIGNON"
"NoBorder";"29200";48.40049978;-4.50279079;"www.festivalnoborder.com";"Musique";"BREST"
"Un soir chez renoir";"06800";43.67151621;7.15275703;"www.cagnes-sur-mer.fr";"Musique";"CAGNES-SUR-MER"
"Festival de la gastronomie provencale";"13790";43.49126597;5.56821682;"http://mmmh-festival.com/";"Spectacle vivant";"CHATEAUNEUF-LE-ROUGE"
"Les p tites rencontres autour de la littérature jeunesse";"04000";44.09087236;6.23590323;"www.laligue-alpesdusud.org";"Livre";"DIGNE-LES-BAINS"
"Douzy Festival";"08140";49.6732112;5.03586246;"non renseigne";"Musique";"DOUZY"
"Le festival Les AnthropoScènes";"27000";49.02015421;1.14164412;"https://www.letangram.com/";"Spectacle vivant";"EVREUX"
"Rock in evreux";"27000";49.02015421;1.14164412;"Rockinevreux.org";"Musique";"EVREUX"
"Surf & Skate Culture Festival";"56520";47.79400769;-3.49161886;"https://lestran.net/programmation/le-festival/";"Pluridisciplinaire";"GUIDEL"
"Festival Canasson";"85600";46.94518586;-1.19163925;"http://www.festivalcanasson.com/";"Musique";"LA_BOISSIERE-DE-MONTAIGU"
"Rencontres Musicales de Jaugette";"36290";46.90725202;1.063106;"jaugette.com";"Musique";"OBTERRE"
"Jazz N Klezmer";"75005";48.84450866;2.34985939;"jazznklezmer.fr";"Musique";"PARIS"
"Fes tilleuls de la terrasse";"71400";46.94553677;4.3106007;"non renseigne";"Musique";"AUTUN"
"LaPlage de Glazart";"75019";48.8567;2.3508;"www.glazart.com";"Musique";"PARIS"
"Paris En Toutes Lettres";"75020";48.86318678;2.40081983;"www.maisondelapoesieparis.com";"Livre";"PARIS"
"Atom Festival";"11600";43.26229353;1.87477239;"https://www.atomfestival.fr/";"Musique";"PAYRA-SUR-L_HERS"
"Le Printemps de Bourges Crédit Mutuel";"18000";47.0749572;2.40417138;"www.printemps-bourges.com";"Musique";"BOURGES"
"Festival Tête en L’R";"79230";46.28205045;-0.41429097;"https://aiffres.centres-sociaux.fr/";"Spectacle vivant";"AIFFRES"
"Brive Festival";"19100";45.14358307;1.51936836;"http://www.brive-tourisme.com/";"Musique";"BRIVE-LA-GAILLARDE"
"Les Odyssées";"33810";45.01153374;-0.54830769;"fr-fr.facebook.com/odysseesambes/?ref=page_internal";"Spectacle vivant";"AMBES"
"Festiv art Amiens";"80000";49.90095322;2.29007446;"www.myfestivart.com";"Musique";"AMIENS"
"Harpes au max";"44521";47.38332702;-1.18241881;"https://www.harpesaumax.com";"Musique";"ANCENIS-SAINT-GEREON"
"International Surf Film";"64600";43.49178466;-1.51623373;"https://surf-film.com/#infos";"Cinéma";"ANGLET"
"Petit Patapon";"74000";46.08624047;6.20734604;"http://www.petitpatapon.net/";"Spectacle vivant";"ANNECY"
"Close-up";"94110";48.80588036;2.33351025;"https://www.facebook.com/festivalcloseup/";"Cinéma";"ARCEUIL"
"Image par Image";"95100";48.95113446;2.24104095;"https://ecransvo.org/image-par-image-21/";"Cinéma";"ARGENTEUIL"
"Soley Lakachofé";"56610";47.63359586;-2.82203281;"non renseigne";"Musique";"ARRADON"
"A bouches décousues";"92600";48.91535301;2.28803847;"non renseigne";"Cinéma";"ASNIERES-SUR-SEINE"
"Musiques Au Coeur de La Tapisserie";"23200";45.95090175;2.16588055;"http://www.orgue-aubusson.org/";"Musique";"AUBUSSON"
"Les Puces de l Illu";"93170";48.86908363;2.42274097;"https://www.campusfonderiedelimage.org";"Arts visuels";"BAGNOLET"
"Festival Carnaval";"97100";16.00046457;-61.7281033;"non renseigne";"Pluridisciplinaire";"BASSE-TERRE"
"Festival BD en Périgord";"24580";45.17895924;0.82095697;"http://bd-bassillac.com";"Livre";"BASSILLAC_ET_AUBEROCHE"
"Festival International du Cirque de Bayeux";"14400";49.27765592;-0.7046255;"www.festivalcirquebayeux.fr";"Spectacle vivant";"BAYEUX"
"Ciné-rétro en ciné-concerts";"21200";47.02551894;4.83767986;"https://www.beaune-tourisme.fr/";"Cinéma";"BEAUNE"
"Festival du film d un jour";"90000";47.64715394;6.84541206;"http://www.ff1j.fr/";"Cinéma";"BELFORT"
"Solstice de la marionnette";"90000";47.64715394;6.84541206;"https://marionnette-belfort.com/";"Spectacle vivant";"BELFORT"
"Le Festival du fantastique";"34500";43.34758833;3.23076754;"http://festival-fantastique.fr/";"Cinéma";"BEZIERS"
"Géo Condé";"54700";48.87526341;6.06220817;"https://www.festivalgeoconde.fr/";"Spectacle vivant";"BLENOD-LES-PONT-A-MOUSSON"
"Amies Voix";"41000";47.58170139;1.30625552;"http://lecture41.culture41.fr/bib-41/festival-amies-voix";"Spectacle vivant";"BLOIS"
"Vagabondag(e)s";"41000";47.58170139;1.30625552;"http://lecture41.culture41.fr/bib-41/festival-numerique-vagabondag-e-s";"Arts visuels";"BLOIS"
"La balade des courts";"01000";46.20515204;5.24602126;"http://le-zoom.com";"Cinéma";"BOURG-EN-BRESSE"
"Festival d art lyrique de Salon-De-Provence";"13300";43.64628852;5.0681465;"www.festivalyriquesalon.fr";"Musique";"SALON-DE-PROVENCE"
"La bd en fête";"83149";43.47040816;5.95853254;"loubedeou@gmail.com";"Livre";"BRAS"
"Petite marée - Contes pour les tout-petits";"29200";48.40049978;-4.50279079;"www.adao.net";"Spectacle vivant";"BREST"
"Les rencontres de théâtre amateur";"45250";47.64500082;2.74519259;"http://www.theatre-escabeau.com/";"Spectacle vivant";"BRIARE"
"La bulle d or";"69530";45.67811748;4.75268788;"https://www.labulledor.fr/";"Livre";"BRIGNAIS"
"Biennale d aquarelle de Brioude";"43100";45.29643788;3.38526303;"non renseigne";"Arts visuels";"BRIOUDE"
"Briv en Jazz";"19100";45.14358307;1.51936836;"http://jazz-club-19100.jimdo.com/";"Musique";"BRIVE-LA-GAILLARDE"
"Festi’Buz";"08240";49.418435;4.97363449;"non renseigne";"Musique";"BUZANCY"
"Conte en campagne";"66330";42.6790392;2.94628633;"https://fdfr66.com/evenements/contes-en-campagne/";"Spectacle vivant";"CABESTANY"
"La Têt dans les étoiles";"66140";42.6841288;3.01161745;"www.latetdanslesetoiles.com";"Spectacle vivant";"CANET-EN-ROUSSILLON"
"Cargese sound system";"20130";42.15442546;8.62659836;"https://www.facebook.com/cargesesoundfestival/";"Musique";"CARGESE"
"Espace(s) vécu(s) espace(s) rêvé(s)";"84200";44.05938026;5.06134845;"https://www.voyagesdegulliver.fr";"Livre";"CARPENTRAS"
"Les fenêtres de l Avent";"28120";47.79450782;7.1793282;"non renseigne";"Spectacle vivant";"CERNAY"
"Concerts de Vollore";"63250";45.87111551;3.699272;"http://www.concertsdevollore.fr/";"Musique";"CHABRELOCHE"
"MIA3J";"51000";48.96408921;4.3788354;"https://www.musiques-ici-ailleurs.com/mia3j/";"Musique";"CHALONS-EN-CHAMPAGNE"
"Chalon tout court";"71100";46.79002888;4.85191555;"http://chalontoutcourt.com";"Cinéma";"CHALON-SUR-SAONE"
"Festival du premier roman";"73000";45.58318255;5.90903392;"non renseigne";"Livre";"CHAMBERY"
"Festival d Art Sacré de Champeaux";"50530";48.59197911;2.811183;"collegialedechampeaux.com";"Musique";"CHAMPEAUX"
"Festi Vence";"06140";43.73846406;7.10194436;"http://festivence.fr/";"Musique";"VENCE"
"Festival international de guitare et de luth";"43440";46.52883695;1.93596735;"https://www.la-grange-aux-pianos.com/archives/festival-international-de-luth-guitare-et-piano-2019/";"Musique";"CHASSIGNOLLES"
"Festival rural";"63290";45.9733956;3.55296275;"http://lagrattea2pattes.blogspot.fr/";"Musique";"CHATELDON"
"LÉcho du  Caquetoire";"41700";47.47738144;1.45430435;"https://www.echo-du-caquetoire.org/";"Spectacle vivant";"CHEVERNY"
"Septembre imaginaire";"71250";46.43036286;4.67033276;"non renseigne";"Musique";"CLUNY"
"Les rencontres de la haute romanche";"05320";45.06011024;6.28406978;"www.rencontreshauteromanche.com";"Spectacle vivant";"LA_GRAVE"
"Festival El Medio Dia";"82370";43.94124241;1.38125963;"http://www.corbarieu.fr/fr/culture-et-tourisme/festival-el-mediodia.html";"Musique";"CORBARIEU"
